created_at,username,tweet,language,replies_count,retweets_count,likes_count
2021-08-26 01:16:14 India Standard Time,madhuriadnal,"""Covid-22”, is a hypothetical coronavirus variant that claims to be more serious than already-known mutations such as the Delta and Delta Plus strains  #COVID22.",en,0,0,0
2021-08-25 23:05:27 India Standard Time,srirags,No refreshments served in flights of under 2 hours. Not that I'm desperate for the unappetising fare served onboard but I have a genuine doubt: Does the corona virus strike only in flights lasting less than 2 hours? #JustAsking #strangerules @IndiGo6E,en,2,3,10
2021-08-25 23:03:21 India Standard Time,neoisenora,Every contribution counts. Find out how you can also help these organisations fight COVID-19 in India ⬇️ #Covid19IndiaHelp  #IndiaFightsCorona #coronavirus #COVID,en,0,0,1
2021-08-25 22:45:10 India Standard Time,jehlamtimes,"JK reports 126 new positive cases, 319064 recovered so far  #SRINAGAR: The  Government on Wednesday informed that 126 new positive cases of novel Corona virus (COVID-19), 26 from Jammu division and 100 from Kashmir division.  https://t.co/QvMKUw1spb",en,0,0,0
2021-08-25 21:02:29 India Standard Time,varnasuthan1104,"total number of cases reported today to 4,483 and active infections to 50,890   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  ￼",en,0,1,2
2021-08-25 21:01:13 India Standard Time,varnasuthan1104,"198 COVID-related deaths have been recorded, increasing the death toll to 7,948.   #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate  ￼",en,0,1,2
2021-08-25 20:39:58 India Standard Time,iunheard,"China criticized the “politicization” by the United States of efforts to trace the origin of the coronavirus, demanding a US military laboratory be investigated, shortly before the release of a US intelligence community report on the virus.  https://t.co/0geozIHAX3",en,0,0,0
2021-08-25 20:39:15 India Standard Time,visionforhope1,"China criticized the “politicization” by the United States of efforts to trace the origin of the coronavirus, demanding a US military laboratory be investigated, shortly before the release of a US intelligence community report on the virus.  https://t.co/erwSCRkQkO",en,0,0,0
2021-08-25 19:11:21 India Standard Time,anupjaiswal1958,@vijayanpinarayi @CMOKerala @rammadhav_rss @OfficeOf_MM   We better lockdown the #State #Kerala for few weeks and contain the #Corona virus and put #vaccination on rocket speed.,en,0,0,0
2021-08-25 18:24:10 India Standard Time,srilankatweet,So far today 3390 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,1,10,94
2021-08-25 18:21:35 India Standard Time,jaysundarc_dmk,"Today, i took my 2nd dose of #Covishield2ndDose hurry up guys you also go and get vaccinated👍 #FullyVaccinated now✔️ #vaccineagainstcovid #maskup #coronavirus #MKStalinGovt #TNGovt #Covid19India #vaccinated_today #vaccinationday2021  https://t.co/c4u9SrJlU9",en,0,0,3
2021-08-25 18:13:05 India Standard Time,t__m_a_y,Biden receives a classified intelligence report that is inconclusive about the origins of the novel coronavirus | @MSNNews |  https://t.co/FPr9KeMYO9,en,0,0,0
2021-08-25 17:39:14 India Standard Time,t__m_a_y,China's #COVID Secrets. The untold story of the beginning of the coronavirus pandemic and how China responded  https://t.co/gD4fwkGHLL via @frontlinepbs,en,0,0,0
2021-08-25 15:25:31 India Standard Time,varnasuthan1104,All Economic centers islandwide will be kept open on August 28 &amp; 29 for wholesale trade: State Minister Shasheendra Rajapaksa #COVID19LK #coronavirus #lka #srilanka #sri  #COVID19SL,en,0,1,1
2021-08-25 14:40:33 India Standard Time,stigmabaseu,"HKNR — Hundreds quarantined in Shanghai as China nears 2 billion Covid-19 vaccine doses: Fresh coronavirus cases emerge among fully vaccinated hospital and airport workers; Infections show the need to guard against complacency, city's health chief ...…  https://t.co/nlVmeIWxXD",en,0,1,0
2021-08-25 13:17:27 India Standard Time,william67335893,market in Thailand @William67335893   https://t.co/l3Q3GceQ3p #Thailand #Thai #thailandnews #Bangkok #Covid_19 #COVID19 #COVID #CovidIsNotOver #Pattaya #Corona #coronavirus #pandemic #pandemiclife #pandemia #streetphotography #SocialDistance #stayhealthy #StaySafe #lockdown #trip,en,0,0,3
2021-08-25 11:22:52 India Standard Time,william67335893,market in Thailand @William67335893   https://t.co/rrGlTmFFKu #Thailand #thailandnews #Thai #Bangkok #Pattaya #lockdown #photographyeveryday #photographerlife #streetphoto #Covid_19 #COVID19 #covid #pandemiclife #pandemic #pandemia #Corona #coronavirus #stayhealthy #StaySafe #mask,en,0,0,1
2021-08-25 10:27:30 India Standard Time,asadarain265,Or may Allah protect Pakistan from a disease like Corona virus ... Amen ..!  https://t.co/oKbtSr2SJd,en,0,0,0
2021-08-25 10:13:09 India Standard Time,vibhutisinghind,"Coronavirus Update: 37,593 Fresh COVID-19 Cases In India.  Pic- via NDTV news.  https://t.co/PePXg2O1oZ",en,0,1,2
2021-08-25 10:01:30 India Standard Time,jasghar,#Pakistan #India #Bangladesh #Iran Points to ponder: 1. Is our #COVID19 reporting system truely reflecting on ground situation? 2. Are we testing enough? 2. What is so special with Pakistan? 3. What are dangers of underestimating our true #coronavirus cases?  https://t.co/DxpKASVBBi,en,1,0,8
2021-08-25 10:01:24 India Standard Time,muzammil_ullah,"Trump has irreparably damaged USA. He called Mexicans thieves and rapists raising anti Latino sentiment, called Corona virus as Chinese virus and the Chinese Americans became targets for his followers. Supported White Nationalists and blacks became Targets. Nation stands divided",en,0,0,0
2021-08-25 09:04:09 India Standard Time,nayanjyotidas7,"@himantabiswa @cmpatowary @CMOfficeAssam Hello Sir, I want to bring it to your notice that some people are taking advantage of the corona virus situation to loot the citizens. I am talking about the Buses that runs from Bongora to Dhupdhara. (1/4)",en,1,2,2
2021-08-28 22:08:07 India Standard Time,fahaddurrani1,This is the first time in the history of English language that a question and the answer are exactly the same  Question: Who declared coronavirus is a pandemic ?  ANSWER: WHO declared coronavirus is a pandemic.,en,1,1,1
2021-08-28 20:49:23 India Standard Time,varnasuthan1104,"🦠28-08-2021🦠 Total cases   :- 4596 Active cases :- 57,580 Deaths           :- 212 Total deaths  :- 8583  #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,0,0,1
2021-08-28 20:39:26 India Standard Time,pgk5192,@BBC_HaveYourSay BBC does not cover the dire situation in USA due to Corona virus.? It was very very over reactive when in India the virus was at peak. SHOW THE WORLD THE MORTUARIES IN FLORIDA OVERFLOWING...@soutikBBC @geetapandeyBBC,en,0,0,0
2021-08-28 20:37:28 India Standard Time,varnasuthan1104,"🦠212 covid related deaths have been confirmed in SriLanka (27/8/2021), raising the coronavirus death toll in the country to 8,583. #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,0,0,1
2021-08-28 20:11:31 India Standard Time,zeeshan_zaffer,"Coronavirus in Pakistan: Govt sets price of booster dose at Rs1,270  https://t.co/Gl0QV5aBCp",en,0,0,1
2021-08-28 18:26:08 India Standard Time,srilankatweet,So far today 3764 coronavirus cases report in Sri Lanka #LKA #SriLanka #COVID19SL #COVID19LK,en,1,11,83
2021-08-28 15:00:17 India Standard Time,khabadp,Modi Nation's March Against Coronavirus  https://t.co/m0b5CUbTWX  via NaMo App,en,1,0,0
2021-08-28 12:56:05 India Standard Time,william67335893,Market in Thailand  @William67335893    https://t.co/Xm56IQTp7X #Thailand #Thai #thailandnews #Bangkok #seafood #Markets #downloadnow #Framed #streetphotography #streetphoto #COVID19 #Covid_19 #COVIDー19 #covid #lockdown #Corona #coronavirus #pandemic #pandemia #pandemiclife #trip,en,0,0,1
2021-08-28 11:21:22 India Standard Time,7skyonline,"It's important to remember that #coronavirus hasn't gone away. We all need to follow the rules in place and continue to be careful. By doing this, we can help keep each other safe and avoid the need for future restrictions. @SaRDar___AjaZ  #7Sky #Covid19 #StaySafe #WearMask  https://t.co/ZaLw9vPye9",en,0,5,7
2021-08-28 09:57:13 India Standard Time,ins_terminal,Find the best and cheapest Health insurance plan for Senior citizens. Cashless claim settlement. Person with Comorbites can also get insurance protection. Treatment for corona virus covered.  https://t.co/3tFSS02kQU,en,0,0,0
2021-08-28 08:53:10 India Standard Time,stranshad,U.S. intelligence community says cannot solve COVID mystery without China    https://t.co/Be6JsqUHO9  #COVID19 #China #coronavirus,en,0,1,1
2021-08-28 04:15:02 India Standard Time,viyofm,"The earthquakes, Coronavirus are The WRATH OF THE LAMB OF GOD and THE MIGHTIEST MIGHTIEST PROPHETS are the BEARERS of that WRATH.  When a nation does not listen to THE MESSENGERS OF YAHWEH asking them to repent, then they will bear THE WRATH OF GOD.#EternalPriestOfGod",en,0,0,2
2021-08-28 02:30:26 India Standard Time,noonnoon3030,"EN ..Coronavirus and the decisive explanatory-statement, and it is not a joke Imam Nasser Mohammad Al-Yemeni 26 - Ramadan - 1441 AH 19 - 05 - 2020 AD 06:37 pm #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون #KabulAiport  #KabulAirportBlast  #KabulAttack  #LISA  #love",en,1,17,10
2021-08-28 02:17:41 India Standard Time,bakelalreme187,#منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون ..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/nVqNrU8sil 2 funmx!,en,0,20,7
2021-08-28 02:12:19 India Standard Time,av8uc86kryusb2u,"Coronavirus, Announcing time of its end to all the worlds.. Imam Mahdi Nasser Mohammad Al-Yemeni 27 - Jamad Awwal - 1442 AH 11 - 1 - 2021 AD 01:00 pm  https://t.co/7qePGVydr8 96 #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون   7R9nSK",en,0,1,1
2021-08-28 01:29:54 India Standard Time,alwalidhatem,"#منشأ_كورونا_وسره_المكنون  Imam Nasser Mohammad Al-Yemeni 26 - Ramadan - 1441 AH 19 - 05 - 2020 AD 06:37 pm (According to the official time of [Mecca] mother of towns) ______ ..Coronavirus and the decisive explanatory-statement, and it is not a joke  https://t.co/XA4QbOrEmz  https://t.co/DKx8cvpJSC",en,0,25,8
2021-08-28 01:01:17 India Standard Time,yebqxs0vf5kreuy,"..Coronavirus, yet it is not coronavirus, in fact a foul-evil (rejz) that has associates, a virus coalition Imam Nasser Mohammad Al-Yemeni 17 - Dhul Qida - 1441 AH 08 - 07 - 2020 AD 09:17 am  https://t.co/o09rjZBEAz 57 #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون   SHhh|q",en,0,0,0
2021-08-28 00:28:44 India Standard Time,av8uc86kryusb2u,"EN ..Coronavirus and the decisive explanatory-statement, and it is not a joke Imam Nasser Mohammad Al-Yemeni 26 - Ramadan - 1441 AH 19 - 05 - 2020 AD 06:37 pm  https://t.co/d3BGAEw6jX 24 #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون   pmbRMR",en,0,1,1
2021-08-28 00:10:00 India Standard Time,zn63luvkuibafdh,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/yMr9YRoNEI 2 #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون  ~\~ &amp;%plKB,en,0,2,3
2021-08-28 00:01:57 India Standard Time,dqw54jqw9bvagxv,"..Coronavirus and the decisive explanatory-statement, and it is not a joke Imam Nasser Mohammad Al-Yemeni 26 - Ramadan - 1441 AH 19 - 05 - 2020 AD 06:37 pm  https://t.co/EyGveVMsiJ 24 #منشأ_كورونا_وسره_المكنون   ec3liC",en,0,32,21
2021-08-27 23:53:08 India Standard Time,zczym5ssl3srnyk,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/c8i2fOhH9H 2💙💙💙💙 #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون   nNnmsE  https://t.co/SIwijGbI56,en,0,2,2
2021-08-27 23:21:16 India Standard Time,hawarialimam,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/BWHISCFV96 2 #منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون eRnNe5,en,1,9,5
2021-08-27 23:16:34 India Standard Time,rakan2yemeni,#منشأ_كورونا_وسره_المكنون #منشا_كورونا_وسره_المكنون  ..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/ovkj7Lquz4 2   ZyjGKe  https://t.co/qMDp7pxyyv,en,1,34,22
2021-08-27 23:08:54 India Standard Time,xb47tkhrwbuepdh,"..General and Important to the entire world, to all humans; Muslim and disbeliever  Imam Nasser Mohammad Al-Yemeni  07 - Dhul Qida - 1441 AH 28 - 06 - 2020 AD   https://t.co/1sLPg6dNaG  COVID19  Coronavirus   #منشأ_كورونا_وسره_المكنون  https://t.co/m7mrHfxJ5t",en,0,17,8
2021-08-27 22:54:31 India Standard Time,airmshlrkalim,Coronavirus in Pakistan: Active cases reach highest level in 2021  https://t.co/sSziy6KP2g,en,0,0,0
2021-08-27 22:51:05 India Standard Time,av8uc86kryusb2u,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/jacu0aGHNs 2 #منشأ_كورونا_وسره_المكنون   h/wc4f,en,0,1,1
2021-08-27 22:50:30 India Standard Time,monilparikh,"#CovidVaccination India administers more than 1 CRORE (10 Million) doses today (1,00,64,032). It's the highest-ever single-day tally.  #coronavirus #CoronavirusUpdates #COVID19Vaccine",en,0,0,1
2021-08-27 22:48:46 India Standard Time,xb47tkhrwbuepdh,"..Coronavirus and the decisive explanatory-statement, and it is not a joke  Imam Nasser Mohammad Al-Yemeni  26 - Ramadan - 1441 AH 19 - 05 - 2020 AD   https://t.co/ZS4KeVuGzN  "" Covid - 22 "" #منشأ_كورونا_وسره_المكنون  https://t.co/xDIo5Chy2U",en,0,21,10
2021-08-27 22:47:53 India Standard Time,pbmmwwvlog319o3,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/wSa3p1Pxhx 2 #منشأ_كورونا_وسره_المكنون   uQn4SR,en,0,19,8
2021-08-27 22:43:26 India Standard Time,alalimihishai,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/wmH4tjVzk5 2 #منشأ_كورونا_وسره_المكنون |3|NU2,en,0,2,1
2021-08-27 22:43:10 India Standard Time,hshammma,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah) Imam Nasser Mohammad Al-Yemeni 10 - Rajab - 1441 AH 05 - 03 - 2020 AD 12:51 pm  https://t.co/sK5rH8CkTO 2 #منشأ_كورونا_وسره_المكنون 8%E7FZ,en,0,9,1
2021-08-27 22:37:50 India Standard Time,xb47tkhrwbuepdh,..Corona-virus is from the minor chastisement before the major chastisement so they may turn (to Allah)  Imam Nasser Mohammad Al-Yemeni  10 - Rajab - 1441 AH 05 - 03 - 2020 AD  https://t.co/6odbzce62I COVID19  Coronavirus  Virus COVID #منشأ_كورونا_وسره_المكنون  https://t.co/iyvfb0BXZI,en,0,7,2
2021-08-27 22:06:23 India Standard Time,vaidya_11,"Sharing with no comments.  This is none other than one of the most reputed journals in the World- #science, yesterday.   #COVID #COVISHIELD #COVAXIN #coronavirus  https://t.co/gVhJ53VGLh",en,1,1,12
2021-08-27 21:34:01 India Standard Time,jehlamtimes,"JK reports 166 new positive cases, 319259 recovered so far  #SRINAGAR: The  Government on Friday informed that 166 new positive cases of novel Corona virus (COVID-19), 44 from Jammu division and 122 from Kashmir division, have been reported today.  https://t.co/6wKXsuD5GU",en,0,0,0
2021-08-27 21:33:10 India Standard Time,factcrescendosl,"Misleading Alert 🚨 Fake food supplements, medicines are being promoted through social media falsely claim that Coronavirus can be cured and prevented.  Public requested to be vigilant on those social media posts.  https://t.co/iFVTF4X5HQ #LKA #SriLanka #Factcheck",en,0,9,24
2021-08-30 01:36:38 India Standard Time,omerirshad,"@cryptomanran keep yours crp test checked. Its a blood test, which shows inflammation on lungs. I believe, it should be taken after every 3 days to monitor. If its more than 5 then take additional anti biotics along with setroids. Dont take coronavirus easy.",en,0,0,0
2021-08-30 00:40:25 India Standard Time,pstgwara,"The wrath of Jehovah will be within the tribulations, and among them, will be “the dreadful Corona Virus”, yet at this hour, #EternityBeckons at the church!  Will you wait to slide in Tribulation? or your wisdom, will help you, enter with the rapture of Christ Jesus",en,1,3,13
2021-08-29 23:51:00 India Standard Time,onemansdiary2,The COVID vaccine concept: clear as mud? -  https://t.co/Xw1ssoRcev  #coronavirus #CoronavirusUpdates #vaccination #WHO #Covaxin #COVID19 #vaccination,en,0,0,0
2021-08-29 23:36:35 India Standard Time,repentksa,"The earthquakes, Coronavirus are The WRATH OF THE LAMB OF GOD and THE MIGHTIEST MIGHTIEST PROPHETS are the BEARERS of that WRATH.  When a nation does not listen to THE MESSENGERS OF YAHWEH asking them to repent, then they will bear THE WRATH OF GOD.  #EternityBeckons  https://t.co/d7IBUUPPHw",en,10,6,25
2021-08-29 20:35:28 India Standard Time,jehlamtimes,"JK reports 169 new positive cases, 319465 recovered so far  #SRINAGAR: The  Government on Sunday informed that 169 new positive cases of novel Corona virus (COVID-19), 24 from Jammu division and 145 from Kashmir division, have been reported.  https://t.co/hBIDJJE5xu",en,0,0,0
2021-08-29 20:08:35 India Standard Time,chellam73628887,Coronavirus marriages home marriage small group marriages and low budget cost marriage  https://t.co/CsecPnrDh8,en,0,0,0
2021-08-29 20:04:32 India Standard Time,chellam73628887,Lovers life   Coronavirus death  https://t.co/YNLRGOzoj6,en,0,0,0
2021-08-29 20:02:09 India Standard Time,chellam73628887,Coronavirus youth and old people coronavirus death  https://t.co/PNo914QmxG,en,0,0,0
2021-08-29 20:01:39 India Standard Time,chellam73628887,Coronavirus youth and old people coronavirus death  https://t.co/H2M6iCj0Ny,en,0,0,0
2021-08-29 19:59:58 India Standard Time,srilankatweet,192 coronavirus related deaths confirmed for August 28 #LKA #SriLanka #COVID19LK,en,2,13,79
2021-08-29 19:55:27 India Standard Time,varnasuthan1104,"🦠29-08-2021🦠 Total cases   :- 4612 Active cases :- 59,796 Deaths           :- 192 Total deaths  :- 8,775  #LKA #SriLanka #COVID19SL #COVID19LK #COVID19 #coronavirus #CoronaVirusUpdate",en,1,1,1
2021-08-03 17:50:28 India Standard Time,mikedesai,. @LtGovDelhi @ArvindKejriwal @msisodia Please allow restaurants to stay open till midnight at least. There's no logic in continuing with this 10:00 PM curfew.,en,1,1,0
2021-08-03 16:48:05 India Standard Time,chacharfayaz,Spokesperson Sindh Govt @murtazawahab1 is addressing to media that no one protest when curfew was imposed in Lahore bt political hypocrites started propaganda against #SindhGovt on #Karachilockdown   #VaccinationDrive  #CovidVaccine  #CovidIsNotOver   PART-ll  https://t.co/A7wUUpHqFz,en,0,14,27
2021-08-03 09:08:18 India Standard Time,timrussellphoto,With a curfew in force the wildlife is taking over the streets at night. Found this 6ft python in my moo baan on Sunday night while walking my dog.  https://t.co/r2I3aJ4Jeo,en,0,0,4
2021-08-02 23:19:59 India Standard Time,samarkesharije3,50ପ୍ରତିଶତ ଲୋକଙ୍କୁ ନେଇ ଯାତ୍ରା କରିହେବ :-ଓଡିଶା ସରକାର ହେଲେ ରାତି 8ଟା ପରେ  night curfew Dear govt what's the meaning of curfew i did not know.. Please explain it briefly🙏 @otvnews @IPR_Odisha @ApurbaRanjanApu @Sushree_journo @MousumiMohanty2 @kanak_news @heitibhaina @baguliachintu,en,0,0,0
2021-08-02 21:36:17 India Standard Time,megha_journo,"#JUSTIN| There will be no round the clock curfew in #Assam from 3rd August, says the State government  https://t.co/9X6sQFSigq",en,0,0,0
2021-08-02 18:43:16 India Standard Time,juleebezbaruah,Assam govt announces SOP for next week. Curfew relaxed till 5 pm in all districts except Lakhimpur and Golaghat.,en,0,0,4
2021-08-01 16:41:46 India Standard Time,itsmejensie,Curfew restriction brought them here. Still worth the blow to end my bday. Im glad im surrounded by these people. 🙂😘 @ Texas Roadhouse Middle East  https://t.co/VWQjE4Jvxq,en,0,0,0
2021-08-01 15:17:10 India Standard Time,akhtars33360469,@PresOfPakistan President Sb.: Karachites living agony unannounced Curfew non-vaccinated population over 3 Crores. Zardaris using CM Murad Ali Shah son Late CM Abdullah Shah  &amp; Notorious IGP Police Mushtaq Mahar Police force badly assaulting / looting karachites. Will you come forward for rescue,en,0,0,1
2021-08-01 12:26:36 India Standard Time,santoshpandiri2,Today onwards #EastGodavari some theatres open with #Thimmarusu and #Ishq !  August 19th Nunchi Ticket Rates n Night Curfew Kuda Set Avvochu !  https://t.co/OZAbamW0NP,en,0,0,2
2021-08-01 11:40:22 India Standard Time,akhtars33360469,"Amir Jamaat e Islami Karachi  Press Conference about illegal unannounced Curfew by Zardari Sindh Govt &amp; IGP Mushtaq Mahar Sindh Police rampage innocent labourers/elderly Trade &amp; Business. KARACHITES CURSING ZARDARI &amp; FAMILY &amp; READY TO LEAD TOWARDS ZARDARI BILAWAL HOUSE, CLIFTON.  https://t.co/LwiUIw9IKC",en,0,1,0
2021-08-07 21:35:35 India Standard Time,yazinthaj,"The worst travel experience I have ever had. Karnataka announced weekend curfew from Friday 9pm to Monday 5am. Even if you have negative RTPCR certificate, they won't allow you to cross. I am a student, university examinations begins from monday. What should I do?  https://t.co/EgSMM3ZzI5",en,2,0,2
2021-08-07 09:23:12 India Standard Time,drewinseasia,using extreme powers under the consitution with power of the commonwealth bio security act the commoonwealth can order in house curfew and qusrrentine over a state and put ADF on the streets to enforce never forget that extreme power exists,en,0,0,1
2021-08-07 08:35:33 India Standard Time,avilmaskarenhas,"#weekendcurfew rules in D.K - Fri 9m to Mon 5am curfew - Retail shops can be open - Road side shops also can be open - Liquor shops open (till 2pm) - Public and private transportation allowed  Confused, are you trying to contain the movement or open up. 🤦🏻‍♂️🤦🏻‍♂️",en,0,0,0
2021-08-07 07:58:18 India Standard Time,rdx__shetty___,"@SaurabhBallal2 @anvith_kateel @VKSorake @KirthiGanesh1 @Zameersuhail2 Not a good time for offline exams! Our CM says it's weekend curfew and here in Mangalore few college are conducting offline exams today!  All the exams which are going to commence is only for name sake, is such exams needed? Is it worth for all these sacrifices? @CMofKarnataka",en,0,0,3
2021-08-06 23:27:43 India Standard Time,deepakshanmu,@CMofKarnataka @PMOIndia @MoHFW_INDIA @DHFWKA one side we are talking about 3rd wave and night curfew and tough rules have been brought in. Now the govt announces that hight schools will open from Aug 23. Confused or confuse the public. Not sure the logic behind this decision.,en,1,0,1
2021-08-06 22:37:06 India Standard Time,vagarwal003,HB Community Hall @bidhannagarpc @KolkataPolice Is marriage ceremony allowed during curfew hours ?  https://t.co/WJkyGZLqG6,en,0,0,0
2021-08-06 22:25:28 India Standard Time,broadwit,WTF is this weekend curfew in Mysore!!! This is silly @BSBommai  Most useless. Rather you should advice citizens to move about with suitable COVID precautionary measures. YOU CANNOT STOP LIFE.,en,1,0,0
2021-08-06 21:59:49 India Standard Time,sachinovic,Had so much plans on weekend and now there’s weekend curfew!! Guess I’ll just sleep for 48 hours! 😭,en,0,0,0
2021-08-06 19:01:25 India Standard Time,mohammednayama1,@DHFWKA @CMofKarnataka @BSBommai @Comm_dhfwka @BBMPCOMM @mysurucitycorp @mangalurucorp @WFRising @DDChandanaNews @AIRBENGALURU1 @KarnatakaVarthe @PIBBengaluru So 3rd wave Arvind on Karnataka so  make best decision to fights against Covid 19th because it's best weekend curfew Inter karnataka i hope u CM of karnataka #Karnataka @BSBommai,en,0,0,2
2021-08-06 18:57:23 India Standard Time,prajwalmanipal,Karnataka COVID guidelines from August 7 to August 16. Night curfew from 9 pm to 5 am in state. Weekend curfew in districts bordering Kerala and Maharashtra.  https://t.co/y9GsFDIfR4,en,6,52,144
2021-08-06 18:55:10 India Standard Time,lolita_tnie,"Contrary to rumours floating around all day today, no weekend curfew in Bengaluru this week. Latest #COVIDー19 guidelines issued by the Karnataka govt @ChitraSundaram7 @tinucherian  https://t.co/C80gRTQmch",en,1,10,17
2021-08-06 18:10:34 India Standard Time,dasbiswajyoti1,"This car AS13F0053, has not only violated by parking in NO PARKING ZONE at ABC POINT, G.S.ROAD, after curfew period, but also  ODD-EVEN rule of plying vehicles. Parking cars in NO PARKING zone in this particular location has become a regular affair.@HardiSpeaks @GhtyTrafficPol  https://t.co/4VkUgK0pi1",en,2,0,3
2021-08-06 16:59:42 India Standard Time,nashemanrizwan,Nasheman News. Night Curfew in State Between 9pm To 5am from Today. Education Institute to open from August 28. Weekend Lockdown in eight districts bordering Karnataka Maharashtra and Kerala. Subscribe to Nasheman news #lockdown #institute #nashemannews  https://t.co/YUeL4nEZGm,en,0,0,0
2021-08-06 16:30:12 India Standard Time,prajwalmanipal,@zoo_bear Night curfew is there in BLR. Starts from 9 pm instead of 10 pm which was in earlier order.,en,0,0,16
2021-08-05 21:12:33 India Standard Time,oshila123,"@achiralk most of the software companies working from home know ayya. btw,  one of my previous company was like yours. they even gave me a curfew pass during the first lockdown to come to the office, Boralesgamuwa. I left the office later. 😋😋",en,0,0,5
2021-08-05 20:30:37 India Standard Time,akhtars33360469,"@ImranKhanPTI PM: These type of instructions should also be made to IGP Sindh, when they are looting Karachites during various heinious crimes &amp; unannounced Curfew.But we Karachites do not see such direct instruction to IGP Sindh Mushtaq Mahar ( Your Federal Govt appontee): WHY DESCRIMINATION.",en,0,0,0
2021-08-12 02:23:47 India Standard Time,mintsdigital,This is video of Walking Street in Pattaya during the first lockdown about an hour before curfew with just security and couple 7/11 staff. Walking Street today is utterly bleak and grim. It's actually very sketchy and not very welcoming to go down as of late. Gotta stay frosty.  https://t.co/ig8mfN4AqT,en,0,3,20
2021-08-10 14:48:52 India Standard Time,k_delanerolle,"“Impose Curfew....” Association of Medical Specialists (AMS) urge the @PodujanaParty government, @NewsCenterLk reports. #SriLanka #COVID19LK #SLnews    https://t.co/6XN86FCSgo",en,0,3,8
2021-08-10 06:04:37 India Standard Time,muhamadafzalecp,War Curfew Unrest is Everywhere in Endia The Evil Financer of Terrorism in All Neighborhood Countries Bangladesh 🇧🇩 Nepal 🇳🇵 Pakistan Srilanka Maldives 🇲🇻 and Afghanistan 🇦🇫 Kashmir Resistance is Existence Please get ready for Return of Favor With interest,en,0,1,1
2021-08-09 20:11:14 India Standard Time,mikedesai,". @HMOIndia @LtGovDelhi @ArvindKejriwal @msisodia @SatyendarJain  Please put an end to the night curfew &amp; allow restaurants to stay open till midnight. If there is an #IndependenceDay2021 security aspect to it, then at least take a decision to do so immediately after the 15th.",en,1,2,2
2021-08-09 17:25:47 India Standard Time,sdma_assam,PRESS RELEASE | Curfew timing has been reduced across the state until further order.  #Assam #Guwahati #ASDMA #NDMA #COVID19  https://t.co/o8acmFS9Te,en,6,11,39
2021-08-09 14:48:10 India Standard Time,tezpurbuzz,#ASSAM : Curfew time is now from 6 PM to 5 AM across the State. (w.e.f 5 am of 10th August till further orders)  https://t.co/MIRpZ8P8o5,en,0,0,7
2021-08-09 14:36:13 India Standard Time,megha_journo,#Assamgovernment issues new #COVID19 SOP. New curfew timing from 6 pm to 5 am.  https://t.co/KGcmOkooC7,en,0,0,2
